unitid,year,fips,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,sex,yield
457244,2016,6,33,17,10,1,11,2,0.515151515151515
457244,2016,6,84,43,28,1,29,99,0.511904761904762
457484,2016,15,70,36,17,10,27,1,0.514285714285714
457484,2016,15,74,44,15,10,25,2,0.594594594594595
457484,2016,15,144,80,32,20,52,99,0.555555555555556
457925,2016,41,15,12,5,NA,5,1,0.8
457925,2016,41,23,21,8,NA,8,2,0.91304347826087
457925,2016,41,38,33,13,NA,13,99,0.868421052631579
458210,2016,6,10,10,3,0,3,1,1
458210,2016,6,24,20,15,0,15,2,0.833333333333333
458210,2016,6,34,30,18,0,18,99,0.88235294117647
458229,2016,6,12,11,6,0,6,1,0.916666666666667
458229,2016,6,13,11,7,0,7,2,0.846153846153846
458229,2016,6,25,22,13,0,13,99,0.88
458432,2016,39,13,13,0,1,1,1,1
458432,2016,39,46,46,2,11,13,2,1
458432,2016,39,59,59,2,12,14,99,1
458469,2016,72,184,133,87,6,93,1,0.722826086956522
458469,2016,72,323,236,151,8,159,2,0.730650154798762
458469,2016,72,507,369,238,14,252,99,0.727810650887574
458575,2016,6,18,11,3,NA,3,1,0.611111111111111
458575,2016,6,19,14,5,NA,5,2,0.736842105263158
458575,2016,6,37,25,8,NA,8,99,0.675675675675676
459417,2016,26,45,44,36,NA,36,1,0.977777777777778
459417,2016,26,13,13,6,NA,6,2,1
459417,2016,26,58,57,42,NA,42,99,0.982758620689655
459842,2016,55,4,4,0,2,2,1,1
459842,2016,55,9,9,4,3,7,2,1
459842,2016,55,13,13,4,5,9,99,1
459851,2016,55,7,7,2,2,4,1,1
459851,2016,55,17,17,13,2,15,2,1
459851,2016,55,24,24,15,4,19,99,1
459949,2016,48,1885,738,167,27,194,1,0.391511936339523
459949,2016,48,3124,1206,269,31,300,2,0.386043533930858
459949,2016,48,5009,1944,436,58,494,99,0.388101417448593
460181,2016,48,37,34,19,NA,19,1,0.918918918918919
460181,2016,48,247,234,145,NA,145,2,0.947368421052632
460181,2016,48,284,268,164,NA,164,99,0.943661971830986
460190,2016,12,27,19,6,NA,6,1,0.703703703703704
460190,2016,12,167,141,58,NA,58,2,0.844311377245509
460190,2016,12,194,160,64,NA,64,99,0.824742268041237
460206,2016,48,40,40,14,NA,14,1,1
460206,2016,48,231,210,102,NA,102,2,0.909090909090909
460206,2016,48,271,250,116,NA,116,99,0.922509225092251
460349,2016,44,19,7,1,5,6,1,0.368421052631579
460349,2016,44,39,19,2,10,12,2,0.487179487179487
460349,2016,44,58,26,3,15,18,99,0.448275862068966
460376,2016,51,61,17,6,0,6,1,0.278688524590164
460376,2016,51,26,5,3,1,4,2,0.192307692307692
460376,2016,51,87,22,9,1,10,99,0.252873563218391
460385,2016,42,2,2,NA,NA,0,1,1
460385,2016,42,48,24,16,1,17,2,0.5
460385,2016,42,50,26,16,1,17,99,0.52
460604,2016,9,35,17,6,NA,6,1,0.485714285714286
460604,2016,9,2,1,NA,NA,0,2,0.5
460604,2016,9,37,18,6,NA,6,99,0.486486486486487
460659,2016,6,0,NA,NA,NA,NA,1,NA
460659,2016,6,27,22,15,NA,15,2,0.814814814814815
460659,2016,6,27,22,15,NA,15,99,0.814814814814815
460747,2016,17,190,186,69,7,76,1,0.978947368421053
460747,2016,17,68,66,16,2,18,2,0.970588235294118
460747,2016,17,258,252,85,9,94,99,0.976744186046512
460871,2016,51,1,1,1,0,1,1,1
460871,2016,51,8,3,2,1,3,2,0.375
460871,2016,51,9,4,3,1,4,99,0.444444444444444
461254,2016,6,26,26,12,NA,12,1,1
461254,2016,6,75,75,48,NA,48,2,1
461254,2016,6,101,101,60,NA,60,99,1
461333,2016,15,28,28,NA,28,28,1,1
461333,2016,15,2,2,NA,2,2,2,1
461333,2016,15,30,30,NA,30,30,99,1
461528,2016,37,3,2,1,1,2,1,0.666666666666667
461528,2016,37,1,1,1,0,1,2,1
461528,2016,37,4,3,2,1,3,99,0.75
461953,2016,8,1,1,1,0,1,1,1
461953,2016,8,14,14,14,0,14,2,1
461953,2016,8,15,15,15,0,15,99,1
462354,2016,6,108,106,45,1,46,1,0.981481481481482
462354,2016,6,96,94,28,0,28,2,0.979166666666667
462354,2016,6,204,200,73,1,74,99,0.980392156862745
466921,2016,29,0,NA,NA,NA,NA,1,NA
466921,2016,29,9,7,5,1,6,2,0.777777777777778
466921,2016,29,9,7,5,1,6,99,0.777777777777778
466930,2016,48,0,NA,NA,NA,NA,1,NA
466930,2016,48,12,8,4,1,5,2,0.666666666666667
466930,2016,48,12,8,4,1,5,99,0.666666666666667
467368,2016,6,4,3,2,0,2,1,0.75
467368,2016,6,49,39,10,3,13,2,0.795918367346939
467368,2016,6,53,42,12,3,15,99,0.792452830188679
468398,2016,37,17,17,9,0,9,1,1
468398,2016,37,9,9,3,0,3,2,1
468398,2016,37,26,26,12,0,12,99,1
468723,2016,72,64,49,38,1,39,1,0.765625
468723,2016,72,199,153,76,5,81,2,0.768844221105528
468723,2016,72,263,202,114,6,120,99,0.768060836501901
475185,2016,48,13,7,6,0,6,1,0.538461538461538
475185,2016,48,9,7,6,1,7,2,0.777777777777778
475185,2016,48,22,14,12,1,13,99,0.636363636363636
475422,2016,36,0,NA,NA,NA,NA,1,NA
475422,2016,36,2,2,0,1,1,2,1
475422,2016,36,2,2,0,1,1,99,1
475608,2016,48,13,13,5,3,8,1,1
475608,2016,48,12,12,7,1,8,2,1
475608,2016,48,25,25,12,4,16,99,1
475635,2016,6,5,1,1,0,1,1,0.2
475635,2016,6,20,5,2,1,3,2,0.25
475635,2016,6,25,6,3,1,4,99,0.24
475705,2016,6,0,NA,NA,NA,NA,1,NA
475705,2016,6,0,NA,NA,NA,NA,2,NA
475705,2016,6,0,NA,NA,NA,NA,99,NA
475732,2016,13,1,0,NA,NA,NA,1,NA
475732,2016,13,6,4,2,1,3,2,0.666666666666667
475732,2016,13,7,4,2,1,3,99,0.571428571428571
475741,2016,18,0,NA,NA,NA,NA,1,NA
475741,2016,18,9,4,1,1,2,2,0.444444444444444
475741,2016,18,9,4,1,1,2,99,0.444444444444444
475750,2016,48,0,NA,NA,NA,NA,1,NA
475750,2016,48,0,NA,NA,NA,NA,2,NA
475750,2016,48,0,NA,NA,NA,NA,99,NA
476601,2016,24,23,20,20,NA,20,1,0.869565217391304
476601,2016,24,0,NA,NA,NA,NA,2,NA
476601,2016,24,23,20,20,NA,20,99,0.869565217391304
476683,2016,39,12,8,3,NA,3,1,0.666666666666667
476683,2016,39,71,26,13,NA,13,2,0.366197183098592
476683,2016,39,83,34,16,NA,16,99,0.409638554216867
476692,2016,34,6,3,2,NA,2,1,0.5
476692,2016,34,0,NA,NA,NA,NA,2,NA
476692,2016,34,6,3,2,NA,2,99,0.5
476717,2016,36,173,164,147,NA,147,1,0.947976878612717
476717,2016,36,0,NA,NA,NA,NA,2,NA
476717,2016,36,173,164,147,NA,147,99,0.947976878612717
476799,2016,6,5,2,2,NA,2,1,0.4
476799,2016,6,155,140,140,NA,140,2,0.903225806451613
476799,2016,6,300,246,142,NA,142,99,0.82
476975,2016,8,0,NA,NA,NA,NA,1,NA
476975,2016,8,0,NA,NA,NA,NA,2,NA
476975,2016,8,0,NA,NA,NA,NA,99,NA
477039,2016,48,1,1,NA,NA,0,1,1
477039,2016,48,7,7,3,0,3,2,1
477039,2016,48,8,8,3,0,3,99,1
479062,2016,44,13,12,8,NA,8,1,0.923076923076923
479062,2016,44,1,0,NA,NA,NA,2,NA
479062,2016,44,14,12,8,NA,8,99,0.857142857142857
479424,2016,6,20,8,7,NA,7,1,0.4
479424,2016,6,215,178,172,NA,172,2,0.827906976744186
479424,2016,6,400,383,179,NA,179,99,0.9575
479956,2016,42,776,474,46,112,158,1,0.610824742268041
479956,2016,42,785,424,67,102,169,2,0.540127388535032
479956,2016,42,1561,898,113,214,327,99,0.575272261370916
480134,2016,42,1,1,NA,1,1,1,1
480134,2016,42,2,2,NA,2,2,2,1
480134,2016,42,3,3,NA,3,3,99,1
480499,2016,19,0,NA,NA,NA,NA,1,NA
480499,2016,19,0,NA,NA,NA,NA,2,NA
480499,2016,19,0,NA,NA,NA,NA,99,NA
480912,2016,48,4,2,2,NA,2,1,0.5
480912,2016,48,2,2,2,NA,2,2,1
480912,2016,48,6,4,4,NA,4,99,0.666666666666667
480985,2016,49,0,NA,NA,NA,NA,1,NA
480985,2016,49,4,4,2,NA,2,2,1
480985,2016,49,4,4,2,NA,2,99,1
481049,2016,29,NA,NA,NA,NA,0,1,NA
481049,2016,29,NA,NA,NA,NA,0,2,NA
481049,2016,29,0,NA,NA,NA,NA,99,NA
481058,2016,6,4,2,1,1,2,1,0.5
481058,2016,6,7,6,4,2,6,2,0.857142857142857
481058,2016,6,11,8,5,3,8,99,0.727272727272727
481137,2016,55,28,21,14,NA,14,1,0.75
481137,2016,55,21,18,13,NA,13,2,0.857142857142857
481137,2016,55,49,39,27,NA,27,99,0.795918367346939
481182,2016,6,0,NA,NA,NA,NA,1,NA
481182,2016,6,0,NA,NA,NA,NA,2,NA
481182,2016,6,0,NA,NA,NA,NA,99,NA
481410,2016,36,31,27,21,NA,21,1,0.870967741935484
481410,2016,36,0,NA,NA,NA,NA,2,NA
481410,2016,36,31,27,21,NA,21,99,0.870967741935484
481438,2016,34,25,18,14,NA,14,1,0.72
481438,2016,34,0,NA,NA,NA,NA,2,NA
481438,2016,34,25,18,14,NA,14,99,0.72
482149,2016,13,792,601,286,5,291,1,0.758838383838384
482149,2016,13,1496,1166,488,9,497,2,0.779411764705882
482149,2016,13,2288,1767,774,14,788,99,0.77229020979021
482158,2016,13,2151,1563,720,257,977,1,0.726638772663877
482158,2016,13,2948,2040,835,389,1224,2,0.691994572591587
482158,2016,13,5099,3603,1555,646,2201,99,0.706609139046872
482185,2016,53,80,55,35,NA,35,1,0.6875
482185,2016,53,26,22,17,NA,17,2,0.846153846153846
482185,2016,53,106,77,52,NA,52,99,0.726415094339623
482413,2016,36,53,51,24,7,31,1,0.962264150943396
482413,2016,36,28,26,16,4,20,2,0.928571428571429
482413,2016,36,81,77,40,11,51,99,0.950617283950617
482422,2016,4,41,35,25,6,31,1,0.853658536585366
482422,2016,4,16,15,8,3,11,2,0.9375
482422,2016,4,57,50,33,9,42,99,0.87719298245614
482431,2016,6,139,128,43,37,80,1,0.920863309352518
482431,2016,6,91,85,34,22,56,2,0.934065934065934
482431,2016,6,230,213,77,59,136,99,0.926086956521739
482440,2016,8,7,7,4,2,6,1,1
482440,2016,8,10,9,5,4,9,2,0.9
482440,2016,8,17,16,9,6,15,99,0.941176470588235
482459,2016,12,24,20,9,3,12,1,0.833333333333333
482459,2016,12,32,30,12,16,28,2,0.9375
482459,2016,12,56,50,21,19,40,99,0.892857142857143
482468,2016,13,43,38,13,10,23,1,0.883720930232558
482468,2016,13,31,26,13,8,21,2,0.838709677419355
482468,2016,13,74,64,26,18,44,99,0.864864864864865
482477,2016,17,455,409,116,206,322,1,0.898901098901099
482477,2016,17,873,798,273,391,664,2,0.914089347079038
482477,2016,17,1328,1207,389,597,986,99,0.908885542168675
482486,2016,18,0,NA,NA,NA,NA,1,NA
482486,2016,18,1,1,1,0,1,2,1
482486,2016,18,1,1,1,0,1,99,1
482538,2016,29,15,15,11,3,14,1,1
482538,2016,29,3,2,NA,NA,0,2,0.666666666666667
482538,2016,29,18,17,11,3,14,99,0.944444444444444
482547,2016,32,1,1,1,0,1,1,1
482547,2016,32,2,2,1,1,2,2,1
482547,2016,32,3,3,2,1,3,99,1
482556,2016,34,72,70,35,14,49,1,0.972222222222222
482556,2016,34,22,19,6,5,11,2,0.863636363636364
482556,2016,34,94,89,41,19,60,99,0.946808510638298
482565,2016,37,5,5,4,0,4,1,1
482565,2016,37,5,3,0,2,2,2,0.6
482565,2016,37,10,8,4,2,6,99,0.8
482574,2016,39,58,56,30,14,44,1,0.96551724137931
482574,2016,39,37,34,11,20,31,2,0.918918918918919
482574,2016,39,95,90,41,34,75,99,0.947368421052632
482583,2016,40,2,2,0,1,1,1,1
482583,2016,40,2,2,0,2,2,2,1
482583,2016,40,4,4,0,3,3,99,1
482608,2016,42,22,19,6,11,17,1,0.863636363636364
482608,2016,42,6,6,0,5,5,2,1
482608,2016,42,28,25,6,16,22,99,0.892857142857143
482617,2016,47,1,1,0,1,1,1,1
482617,2016,47,2,1,NA,NA,0,2,0.5
482617,2016,47,3,2,0,1,1,99,0.666666666666667
482635,2016,48,30,29,15,10,25,1,0.966666666666667
482635,2016,48,22,17,3,7,10,2,0.772727272727273
482635,2016,48,52,46,18,17,35,99,0.884615384615385
482653,2016,51,8,8,3,4,7,1,1
482653,2016,51,12,11,4,5,9,2,0.916666666666667
482653,2016,51,20,19,7,9,16,99,0.95
482680,2016,13,4549,3357,1688,140,1828,1,0.737964387777533
482680,2016,13,5661,4305,1973,154,2127,2,0.760466348701643
482680,2016,13,10210,7662,3661,294,3955,99,0.750440744368266
482936,2016,12,1233,942,409,1,410,1,0.763990267639903
482936,2016,12,298,185,49,0,49,2,0.620805369127517
482936,2016,12,1531,1127,459,1,460,99,0.736120182887002
483018,2016,39,50,35,21,NA,21,1,0.7
483018,2016,39,75,55,23,NA,23,2,0.733333333333333
483018,2016,39,125,90,44,NA,44,99,0.72
483124,2016,4,4331,2476,513,233,746,1,0.571692449780651
483124,2016,4,4599,3066,601,357,958,2,0.666666666666667
483124,2016,4,8930,5542,1114,590,1704,99,0.62060470324748
483638,2016,13,14,10,5,5,10,1,0.714285714285714
483638,2016,13,78,56,33,23,56,2,0.717948717948718
483638,2016,13,92,66,38,28,66,99,0.717391304347826
483814,2016,51,15,11,5,4,9,1,0.733333333333333
483814,2016,51,100,58,22,26,48,2,0.58
483814,2016,51,115,69,27,30,57,99,0.6
483984,2016,17,71,40,21,0,21,1,0.563380281690141
483984,2016,17,53,27,10,0,10,2,0.509433962264151
483984,2016,17,124,67,31,0,31,99,0.540322580645161
484473,2016,12,362,225,168,35,203,1,0.621546961325967
484473,2016,12,457,301,235,34,269,2,0.658643326039387
484473,2016,12,820,526,403,69,472,99,0.641463414634146
484844,2016,6,5762,106,58,NA,58,1,0.0183963901423117
484844,2016,6,8147,150,82,NA,82,2,0.0184116852829262
484844,2016,6,13909,256,140,NA,140,99,0.018405349054569
484905,2016,48,721,464,107,13,120,1,0.643550624133148
484905,2016,48,1142,806,149,11,160,2,0.705779334500876
484905,2016,48,1863,1270,256,24,280,99,0.681696188942566
485078,2016,4,11,1,0,1,1,1,0.0909090909090909
485078,2016,4,14,2,1,1,2,2,0.142857142857143
485078,2016,4,25,3,1,2,3,99,0.12
485272,2016,12,7,7,2,0,2,1,1
485272,2016,12,16,16,7,0,7,2,1
485272,2016,12,23,23,9,0,9,99,1
485999,2016,36,65,35,26,NA,26,1,0.538461538461538
485999,2016,36,0,NA,NA,NA,NA,2,NA
485999,2016,36,65,35,26,NA,26,99,0.538461538461538
486017,2016,36,5,1,1,NA,1,1,0.2
486017,2016,36,0,NA,NA,NA,NA,2,NA
486017,2016,36,5,1,1,NA,1,99,0.2
486026,2016,36,55,52,45,NA,45,1,0.945454545454545
486026,2016,36,0,NA,NA,NA,NA,2,NA
486026,2016,36,55,52,45,NA,45,99,0.945454545454545
486053,2016,27,13,10,9,0,9,1,0.769230769230769
486053,2016,27,19,18,14,0,14,2,0.947368421052632
486053,2016,27,32,28,23,0,23,99,0.875
486123,2016,6,43,29,29,NA,29,1,0.674418604651163
486123,2016,6,18,18,18,NA,18,2,1
486123,2016,6,61,47,47,NA,47,99,0.770491803278688
486196,2016,36,195,70,54,NA,54,1,0.358974358974359
486196,2016,36,0,NA,NA,NA,NA,2,NA
486196,2016,36,195,70,54,NA,54,99,0.358974358974359
486284,2016,27,39,32,18,0,18,1,0.82051282051282
486284,2016,27,103,98,47,0,47,2,0.951456310679612
486284,2016,27,142,130,65,1,66,99,0.915492957746479
486488,2016,6,4,4,1,1,2,1,1
486488,2016,6,1,1,1,0,1,2,1
486488,2016,6,5,5,2,1,3,99,1
486512,2016,12,53,49,37,NA,37,1,0.924528301886792
486512,2016,12,47,44,27,NA,27,2,0.936170212765957
486512,2016,12,102,93,64,NA,64,99,0.911764705882353
486840,2016,13,7028,4253,2670,82,2752,1,0.605150825270347
486840,2016,13,8094,4594,2537,58,2595,2,0.567580924141339
486840,2016,13,15122,8847,5207,140,5347,99,0.585041661155932
486901,2016,47,244,176,90,0,90,1,0.721311475409836
486901,2016,47,352,254,104,0,104,2,0.721590909090909
486901,2016,47,596,430,194,0,194,99,0.721476510067114
486938,2016,32,2,2,2,0,2,1,1
486938,2016,32,4,3,2,1,3,2,0.75
486938,2016,32,6,5,4,1,5,99,0.833333333333333
486947,2016,26,1,0,NA,NA,NA,1,NA
486947,2016,26,4,2,1,0,1,2,0.5
486947,2016,26,5,2,1,0,1,99,0.4
486956,2016,34,0,NA,NA,NA,NA,1,NA
486956,2016,34,8,2,1,0,1,2,0.25
486956,2016,34,8,2,1,0,1,99,0.25
486965,2016,6,62,50,22,NA,22,1,0.806451612903226
486965,2016,6,97,87,34,NA,34,2,0.896907216494845
486965,2016,6,159,137,56,NA,56,99,0.861635220125786
487092,2016,13,3397,1242,203,0,203,1,0.365616720635855
487092,2016,13,5247,2038,299,0,299,2,0.388412426148275
487092,2016,13,8644,3280,502,0,502,99,0.37945395650162
487375,2016,32,20,13,7,1,8,1,0.65
487375,2016,32,160,120,65,1,66,2,0.75
487375,2016,32,180,133,72,2,74,99,0.738888888888889
487524,2016,23,1051,814,294,5,299,1,0.774500475737393
487524,2016,23,1409,1160,319,8,327,2,0.823278921220724
487524,2016,23,2460,1974,613,13,626,99,0.802439024390244
487658,2016,22,73,50,17,NA,17,1,0.684931506849315
487658,2016,22,21,17,3,NA,3,2,0.80952380952381
487658,2016,22,94,67,20,NA,20,99,0.712765957446808
487746,2016,36,5,3,NA,NA,0,1,0.6
487746,2016,36,0,NA,NA,NA,NA,2,NA
487746,2016,36,5,3,NA,NA,0,99,0.6
487843,2016,12,2,2,2,0,2,1,1
487843,2016,12,38,31,12,9,21,2,0.81578947368421
487843,2016,12,40,33,14,9,23,99,0.825
488004,2016,36,0,NA,NA,NA,NA,1,NA
488004,2016,36,0,NA,NA,NA,NA,2,NA
488004,2016,36,0,NA,NA,NA,NA,99,NA
488101,2016,36,14,14,12,NA,12,1,1
488101,2016,36,0,NA,NA,NA,NA,2,NA
488101,2016,36,14,14,12,NA,12,99,1
488217,2016,21,6,6,6,NA,6,1,1
488217,2016,21,98,67,67,NA,67,2,0.683673469387755
488217,2016,21,104,73,73,NA,73,99,0.701923076923077
488226,2016,12,5,3,3,0,3,1,0.6
488226,2016,12,2,0,NA,NA,NA,2,NA
488226,2016,12,7,3,3,0,3,99,0.428571428571429
488271,2016,53,3,3,2,NA,2,1,1
488271,2016,53,21,21,14,NA,14,2,1
488271,2016,53,24,24,16,NA,16,99,1
488305,2016,36,25,25,15,0,15,1,1
488305,2016,36,13,13,10,0,10,2,1
488305,2016,36,40,40,25,0,25,99,1
488314,2016,34,20,12,4,NA,4,1,0.6
488314,2016,34,0,NA,NA,NA,NA,2,NA
488314,2016,34,20,12,4,NA,4,99,0.6
488350,2016,34,117,30,23,NA,23,1,0.256410256410256
488350,2016,34,0,NA,NA,NA,NA,2,NA
488350,2016,34,117,30,23,NA,23,99,0.256410256410256
488590,2016,41,3,3,3,NA,3,1,1
488590,2016,41,5,5,4,NA,4,2,1
488590,2016,41,8,8,7,NA,7,99,1
488819,2016,6,152,8,8,NA,8,1,0.0526315789473684
488819,2016,6,128,5,5,NA,5,2,0.0390625
488819,2016,6,280,13,13,NA,13,99,0.0464285714285714
488916,2016,1,0,NA,NA,NA,NA,1,NA
488916,2016,1,26,22,11,NA,11,2,0.846153846153846
488916,2016,1,26,22,11,NA,11,99,0.846153846153846
489344,2016,37,0,NA,NA,NA,NA,1,NA
489344,2016,37,2,2,1,0,1,2,1
489344,2016,37,2,2,1,0,1,99,1
489353,2016,6,0,NA,NA,NA,NA,1,NA
489353,2016,6,1,0,NA,NA,NA,2,NA
489353,2016,6,1,0,NA,NA,NA,99,NA
489821,2016,12,15,10,10,NA,10,1,0.666666666666667
489821,2016,12,145,80,80,NA,80,2,0.551724137931034
489821,2016,12,160,135,90,NA,90,99,0.84375
489937,2016,37,61,20,17,0,17,1,0.327868852459016
489937,2016,37,40,16,10,1,11,2,0.4
489937,2016,37,101,36,27,1,28,99,0.356435643564356
100654,2017,1,3066,2704,515,3,518,1,0.881930854533594
100654,2017,1,5544,5068,773,3,776,2,0.914141414141414
100654,2017,1,8610,7772,1288,6,1294,99,0.90267131242741006
100663,2017,1,2729,2487,833,28,861,1,0.911322828875046
100663,2017,1,4826,4449,1395,43,1438,2,0.921881475341898
100663,2017,1,7555,6936,2228,71,2299,99,0.9180675049636
100706,2017,1,2466,2082,860,7,867,1,0.844282238442822
100706,2017,1,1988,1536,481,4,485,2,0.772635814889336
100706,2017,1,4454,3618,1341,11,1352,99,0.812303547373148
100724,2017,1,2136,2071,349,8,357,1,0.969569288389513
100724,2017,1,4515,4438,602,8,610,2,0.982945736434109
100724,2017,1,6842,6696,951,16,967,99,0.978661210172464
100751,2017,1,14705,7992,3157,10,3167,1,0.543488609316559
100751,2017,1,23424,12329,4228,12,4240,2,0.526340505464481
100751,2017,1,38129,20321,7385,22,7407,99,0.532953919588764
100830,2017,1,823,697,247,11,258,1,0.846901579586877
100830,2017,1,1631,1325,380,14,394,2,0.812385039852851
100830,2017,1,2454,2022,627,25,652,99,0.823960880195599
100858,2017,1,7841,6576,2216,45,2261,1,0.838668537176381
100858,2017,1,10231,8592,2555,20,2575,2,0.839800606001368
100858,2017,1,18072,15168,4771,65,4836,99,0.839309428950863
100937,2017,1,1098,726,183,NA,183,1,0.66120218579235
100937,2017,1,1461,857,166,NA,166,2,0.586584531143053
100937,2017,1,2559,1583,349,NA,349,99,0.618601016021884
101189,2017,1,878,484,153,9,162,1,0.55125284738041
101189,2017,1,1457,707,158,13,171,2,0.485243651338366
101189,2017,1,2335,1191,311,22,333,99,0.510064239828694
101365,2017,1,36,34,1,27,28,1,0.944444444444444
101365,2017,1,71,47,7,16,23,2,0.661971830985915
101365,2017,1,107,81,8,43,51,99,0.757009345794392
101435,2017,1,1119,585,155,0,155,1,0.522788203753351
101435,2017,1,955,576,139,0,139,2,0.603141361256544
101435,2017,1,2074,1161,294,0,294,99,0.559787849566056
101453,2017,1,6,6,6,0,6,1,1
101453,2017,1,0,NA,NA,NA,NA,2,NA
101453,2017,1,6,6,6,0,6,99,1
101480,2017,1,2379,1312,447,12,459,1,0.551492223623371
101480,2017,1,3626,1932,668,20,688,2,0.532818532818533
101480,2017,1,6005,3244,1115,32,1147,99,0.540216486261449
101541,2017,1,3,1,NA,NA,0,1,0.333333333333333
101541,2017,1,494,251,65,1,66,2,0.508097165991903
101541,2017,1,497,252,65,1,66,99,0.507042253521127
101587,2017,1,2685,796,187,0,187,1,0.296461824953445
101587,2017,1,4703,1288,273,1,274,2,0.273867743993196
101587,2017,1,7388,2084,460,1,461,99,0.282079047103411
101648,2017,1,711,438,211,NA,211,1,0.616033755274262
101648,2017,1,354,157,70,NA,70,2,0.44350282485875703
101648,2017,1,1065,595,281,NA,281,99,0.55868544600939
101693,2017,1,496,253,95,1,96,1,0.51008064516129
101693,2017,1,997,449,132,0,132,2,0.450351053159478
101693,2017,1,1493,702,227,1,228,99,0.470194239785666
101709,2017,1,615,401,178,1,179,1,0.652032520325203
101709,2017,1,1253,844,304,4,308,2,0.673583399840383
101709,2017,1,1944,1253,482,5,487,99,0.644547325102881
101879,2017,1,1507,1021,403,7,410,1,0.67750497677505
101879,2017,1,2462,1766,705,13,718,2,0.717303005686434
101879,2017,1,3969,2787,1108,20,1128,99,0.702191987906274
101912,2017,1,966,443,145,1,146,1,0.458592132505176
101912,2017,1,1507,721,221,1,222,2,0.47843397478434
101912,2017,1,2473,1164,366,2,368,99,0.470683380509503
102049,2017,1,1262,1020,277,0,277,1,0.80824088748019
102049,2017,1,2546,2148,580,0,580,2,0.843676355066771
102049,2017,1,3808,3168,857,0,857,99,0.831932773109244
102094,2017,1,2247,1781,723,6,729,1,0.792612372051624
102094,2017,1,3651,3060,1147,10,1157,2,0.838126540673788
102094,2017,1,5898,4841,1870,16,1886,99,0.820786707358427
102234,2017,1,2771,1271,145,NA,145,1,0.458679177192349
102234,2017,1,5773,2632,250,NA,250,2,0.45591546856054
102234,2017,1,8544,3903,395,NA,395,99,0.456811797752809
102270,2017,1,1661,762,47,43,90,1,0.458759783263095
102270,2017,1,3427,1696,71,2,73,2,0.49489349285089
102270,2017,1,5123,2465,118,45,163,99,0.481163380831544
102368,2017,1,2915,2586,793,114,907,1,0.88713550600343
102368,2017,1,4452,3906,1105,148,1253,2,0.877358490566038
102368,2017,1,7367,6492,1898,262,2160,99,0.881227093796661
102377,2017,1,3570,1724,272,1,273,1,0.482913165266106
102377,2017,1,7390,3791,476,0,476,2,0.51299052774019
102377,2017,1,10960,5515,748,1,749,99,0.503193430656934
102553,2017,2,1669,1353,614,230,844,1,0.810665068903535
102553,2017,2,2047,1725,730,303,1033,2,0.842696629213483
102553,2017,2,3716,3078,1344,533,1877,99,0.828310010764263
102614,2017,2,717,559,311,63,374,1,0.779637377963738
102614,2017,2,914,692,327,103,430,2,0.757111597374179
102614,2017,2,1631,1251,638,166,804,99,0.76701410177805
102632,2017,2,182,137,74,13,87,1,0.752747252747253
102632,2017,2,267,182,81,25,106,2,0.681647940074906
102632,2017,2,449,319,155,38,193,99,0.710467706013363
102669,2017,2,145,119,7,0,7,1,0.820689655172414
102669,2017,2,305,268,21,3,24,2,0.878688524590164
102669,2017,2,450,387,28,3,31,99,0.86
103893,2017,4,54,38,16,NA,16,1,0.703703703703704
103893,2017,4,283,200,106,NA,106,2,0.706713780918728
103893,2017,4,337,238,122,NA,122,99,0.706231454005935
103909,2017,4,42,21,12,0,12,1,0.5
103909,2017,4,222,125,58,0,58,2,0.563063063063063
103909,2017,4,264,146,70,0,70,99,0.553030303030303
103927,2017,4,24,21,16,NA,16,1,0.875
103927,2017,4,67,65,41,NA,41,2,0.970149253731343
103927,2017,4,91,86,57,NA,57,99,0.945054945054945
104151,2017,4,12627,10495,4224,25,4249,1,0.831155460521106
104151,2017,4,11500,9807,3598,27,3625,2,0.852782608695652
104151,2017,4,24127,20302,7822,52,7874,99,0.841463920089526
104179,2017,4,14743,12082,2654,667,3321,1,0.819507562911212
104179,2017,4,18865,16007,3248,791,4039,2,0.848502517890273
104179,2017,4,33608,28089,5902,1458,7360,99,0.835783146869793
104586,2017,4,1604,1234,506,2,508,1,0.769326683291771
104586,2017,4,564,425,172,1,173,2,0.75354609929078
104586,2017,4,2168,1659,678,3,681,99,0.765221402214022
104717,2017,4,9009,7190,1040,258,1298,1,0.798090798090798
104717,2017,4,18053,14152,1608,609,2217,2,0.78391403090899
104717,2017,4,32734,21906,2648,867,3515,99,0.66921243966518
105330,2017,4,13957,10823,1897,329,2226,1,0.775453177616966
105330,2017,4,22918,18989,3364,310,3674,2,0.82856270180644
105330,2017,4,36875,29812,5261,639,5900,99,0.808461016949153
105589,2017,4,124,115,21,NA,21,1,0.92741935483871
105589,2017,4,277,267,44,NA,44,2,0.963898916967509
105589,2017,4,401,382,65,NA,65,99,0.952618453865337
105899,2017,4,383,247,84,1,85,1,0.64490861618799
105899,2017,4,216,139,68,0,68,2,0.643518518518518
105899,2017,4,599,386,152,1,153,99,0.64440734557596
106245,2017,5,895,669,300,22,322,1,0.747486033519553
106245,2017,5,1214,905,397,23,420,2,0.745469522240527
106245,2017,5,2109,1574,697,45,742,99,0.746325272641062
