unitid,year,fips,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,sex,yield
139621,2005,13,573,573,318,41,359,2,1
139621,2005,13,984,984,574,61,635,99,1
139630,2005,13,NA,NA,79,32,111,1,NA
139630,2005,13,NA,NA,82,38,120,2,NA
139630,2005,13,971,334,161,70,231,99,0.343975283213182
139658,2005,13,4419,1768,554,NA,554,1,0.400090518216791
139658,2005,13,6799,2562,722,NA,722,2,0.376820120605971
139658,2005,13,11218,4330,1276,NA,1276,99,0.385986806917454
139700,2005,13,610,588,342,152,494,1,0.963934426229508
139700,2005,13,951,923,475,278,753,2,0.97055730809674
139700,2005,13,1561,1511,817,430,1247,99,0.967969250480461
139719,2005,13,853,331,158,5,163,1,0.388042203985932
139719,2005,13,1337,462,177,14,191,2,0.345549738219895
139719,2005,13,2190,793,335,19,354,99,0.362100456621005
139746,2005,13,11,2,0,0,0,1,0.181818181818182
139746,2005,13,22,6,4,0,4,2,0.272727272727273
139746,2005,13,33,8,4,0,4,99,0.242424242424242
139755,2005,13,6479,4337,1709,2,1711,1,0.669393424911252
139755,2005,13,2693,1854,714,0,714,2,0.688451541032306
139755,2005,13,9172,6191,2425,2,2427,99,0.674989097252508
139764,2005,13,434,321,157,15,172,1,0.73963133640553
139764,2005,13,649,476,200,14,214,2,0.733436055469954
139764,2005,13,1083,797,357,29,386,99,0.735918744228994
139773,2005,13,1495,1285,683,207,890,1,0.859531772575251
139773,2005,13,1676,1385,666,224,890,2,0.8263723150358
139773,2005,13,3171,2670,1349,431,1780,99,0.842005676442763
139861,2005,13,1230,758,397,2,399,1,0.616260162601626
139861,2005,13,2006,1196,629,2,631,2,0.596211365902293
139861,2005,13,3236,1954,1026,4,1030,99,0.603831891223733
139898,2005,13,43,32,32,0,32,1,0.744186046511628
139898,2005,13,439,364,364,0,364,2,0.829157175398633
139898,2005,13,482,396,396,0,396,99,0.821576763485477
139931,2005,13,3988,2382,1588,12,1600,1,0.597291875626881
139931,2005,13,4446,2193,1395,15,1410,2,0.493252361673414
139931,2005,13,8434,4575,2983,27,3010,99,0.54244723737254
139940,2005,13,3239,1869,910,29,939,1,0.577029947514665
139940,2005,13,5242,2906,1299,32,1331,2,0.554368561617703
139940,2005,13,8481,4775,2209,61,2270,99,0.563023228392878
139959,2005,13,5480,3127,1773,4,1777,1,0.570620437956204
139959,2005,13,7787,5070,2727,9,2736,2,0.651085141903172
139959,2005,13,13267,8197,4500,13,4513,99,0.6178487977689
139968,2005,13,1221,1185,874,311,1185,1,0.97051597051597
139968,2005,13,2349,2263,1113,1150,2263,2,0.963388676032354
139968,2005,13,3570,3448,1987,1461,3448,99,0.965826330532213
140164,2005,13,2730,1674,883,66,949,1,0.613186813186813
140164,2005,13,3928,2445,1303,96,1399,2,0.62245417515275
140164,2005,13,6658,4119,2186,162,2348,99,0.618654250525683
140191,2005,13,5,3,3,0,3,1,0.6
140191,2005,13,46,39,39,0,39,2,0.847826086956522
140191,2005,13,51,42,42,0,42,99,0.823529411764706
140234,2005,13,445,258,93,1,94,1,0.579775280898876
140234,2005,13,802,346,109,1,110,2,0.43142144638404
140234,2005,13,1247,604,202,2,204,99,0.484362469927827
140252,2005,13,86,36,23,0,23,1,0.418604651162791
140252,2005,13,75,25,9,1,10,2,0.333333333333333
140252,2005,13,161,61,32,1,33,99,0.37888198757764
140322,2005,13,1145,642,305,207,512,1,0.560698689956332
140322,2005,13,2490,1497,528,358,886,2,0.601204819277108
140322,2005,13,3635,2139,833,565,1398,99,0.588445667125172
140340,2005,13,43,43,28,0,28,1,1
140340,2005,13,58,58,37,0,37,2,1
140340,2005,13,101,101,65,0,65,99,1
140447,2005,13,1166,986,253,0,253,1,0.845626072041166
140447,2005,13,1942,1500,363,0,363,2,0.772399588053553
140447,2005,13,3108,2486,616,0,616,99,0.7998712998713
140483,2005,13,815,728,377,46,423,1,0.893251533742331
140483,2005,13,967,891,434,78,512,2,0.921406411582213
140483,2005,13,1782,1619,811,124,935,99,0.908529741863075
140553,2005,13,2520,1679,654,7,661,1,0.666269841269841
140553,2005,13,0,0,0,0,0,2,NA
140553,2005,13,2520,1679,654,7,661,99,0.666269841269841
140669,2005,13,764,559,327,7,334,1,0.731675392670157
140669,2005,13,1339,698,401,15,416,2,0.521284540702016
140669,2005,13,2103,1257,728,22,750,99,0.59771754636234
140696,2005,13,401,275,87,0,87,1,0.685785536159601
140696,2005,13,835,519,146,0,146,2,0.621556886227545
140696,2005,13,1236,794,233,0,233,99,0.642394822006472
140720,2005,13,2552,366,54,1,55,1,0.143416927899687
140720,2005,13,1131,715,143,0,143,2,0.632183908045977
140720,2005,13,3683,1081,197,1,198,99,0.293510724952484
140818,2005,13,180,122,64,4,68,1,0.677777777777778
140818,2005,13,305,200,93,5,98,2,0.655737704918033
140818,2005,13,485,322,157,9,166,99,0.663917525773196
140827,2005,13,0,0,0,0,0,1,NA
140827,2005,13,0,0,0,0,0,2,NA
140827,2005,13,0,0,0,0,0,99,NA
140872,2005,13,366,140,125,4,129,1,0.382513661202186
140872,2005,13,484,183,144,5,149,2,0.378099173553719
140872,2005,13,850,323,269,9,278,99,0.38
140951,2005,13,1946,1331,652,18,670,1,0.683967112024666
140951,2005,13,2836,1920,717,21,738,2,0.677009873060649
140951,2005,13,4782,3253,1369,39,1408,99,0.68025930572982
140960,2005,13,1433,519,228,32,260,1,0.362177250523378
140960,2005,13,2482,736,274,25,299,2,0.296535052377115
140960,2005,13,3915,1255,502,57,559,99,0.320561941251596
140988,2005,13,527,376,158,0,158,1,0.713472485768501
140988,2005,13,504,393,134,0,134,2,0.779761904761905
140988,2005,13,1031,769,292,0,292,99,0.745877788554801
140997,2005,13,241,240,190,20,210,1,0.995850622406639
140997,2005,13,369,368,246,68,314,2,0.997289972899729
140997,2005,13,610,608,436,88,524,99,0.99672131147541
141060,2005,13,3978,1887,595,0,595,2,0.474358974358974
141060,2005,13,3978,1887,595,0,595,99,0.474358974358974
141097,2005,13,1193,996,573,176,749,1,0.834870075440067
141097,2005,13,278,229,103,48,151,2,0.823741007194245
141097,2005,13,1471,1225,676,224,900,99,0.832766825288919
141185,2005,13,417,258,88,0,88,1,0.618705035971223
141185,2005,13,627,404,135,0,135,2,0.644338118022329
141185,2005,13,1044,662,223,0,223,99,0.634099616858238
141237,2005,13,328,136,101,0,101,1,0.414634146341463
141237,2005,13,276,118,69,1,70,2,0.427536231884058
141237,2005,13,604,254,170,1,171,99,0.420529801324503
141264,2005,13,2090,1379,721,27,748,1,0.659808612440191
141264,2005,13,3006,2015,969,23,992,2,0.670326014637392
141264,2005,13,5096,3394,1690,50,1740,99,0.666012558869702
141307,2005,13,101,101,50,18,68,1,1
141307,2005,13,265,265,103,61,164,2,1
141307,2005,13,366,366,153,79,232,99,1
141325,2005,13,365,205,113,4,117,2,0.561643835616438
141325,2005,13,365,205,113,4,117,99,0.561643835616438
141334,2005,13,2094,1147,679,18,697,1,0.547755491881566
141334,2005,13,3081,1712,938,25,963,2,0.555663745537163
141334,2005,13,5175,2859,1617,43,1660,99,0.552463768115942
141361,2005,13,670,438,128,0,128,1,0.653731343283582
141361,2005,13,915,532,158,3,161,2,0.581420765027322
141361,2005,13,1585,970,286,3,289,99,0.61198738170347
141468,2005,15,96,71,64,7,71,1,0.739583333333333
141468,2005,15,137,91,81,10,91,2,0.664233576642336
141468,2005,15,233,162,145,17,162,99,0.695278969957081
141486,2005,15,255,244,82,0,82,1,0.956862745098039
141486,2005,15,649,626,186,0,186,2,0.964560862865948
141486,2005,15,904,870,268,0,268,99,0.962389380530973
141565,2005,15,713,386,193,3,196,1,0.541374474053296
141565,2005,15,990,554,235,10,245,2,0.55959595959596
141565,2005,15,1703,940,428,13,441,99,0.551967116852613
141574,2005,15,2932,1828,888,31,919,1,0.623465211459754
141574,2005,15,3765,2535,1068,32,1100,2,0.673306772908366
141574,2005,15,6697,4363,1956,63,2019,99,0.65148573988353
141644,2005,15,1016,777,226,9,235,1,0.764763779527559
141644,2005,15,2102,1704,424,24,448,2,0.810656517602284
141644,2005,15,3118,2481,650,33,683,99,0.795702373316228
142090,2005,16,43,43,33,3,36,1,1
142090,2005,16,39,39,22,3,25,2,1
142090,2005,16,82,82,55,6,61,99,1
142115,2005,16,1499,1327,901,201,1102,1,0.885256837891928
142115,2005,16,1795,1627,838,203,1041,2,0.906406685236769
142115,2005,16,3294,2954,1739,404,2143,99,0.896782027929569
142285,2005,16,2231,1847,852,36,888,1,0.827879874495742
142285,2005,16,2213,1849,823,34,857,2,0.835517397198373
142285,2005,16,4444,3696,1675,70,1745,99,0.831683168316832
142294,2005,16,259,216,73,2,75,1,0.833976833976834
142294,2005,16,375,305,117,2,119,2,0.813333333333333
142294,2005,16,634,521,190,4,194,99,0.821766561514196
142328,2005,16,532,290,205,26,231,1,0.545112781954887
142328,2005,16,568,360,254,27,281,2,0.633802816901408
142328,2005,16,1100,650,459,53,512,99,0.590909090909091
142337,2005,16,234,113,106,4,110,1,0.482905982905983
142337,2005,16,82,32,30,0,30,2,0.390243902439024
142337,2005,16,316,145,136,4,140,99,0.458860759493671
142522,2005,16,4409,3342,1801,50,1851,1,0.757995010206396
142522,2005,16,5540,4402,2412,101,2513,2,0.794584837545126
142522,2005,16,9949,7744,4213,152,4365,99,0.778369685395517
142869,2005,17,46,46,NA,NA,NA,99,1
142878,2005,17,81,81,81,NA,81,99,1
143048,2005,17,397,319,237,0,237,1,0.80352644836272
143048,2005,17,956,812,118,2,120,2,0.849372384937239
143048,2005,17,1353,1131,355,2,357,99,0.835920177383592
143084,2005,17,1234,1012,296,0,296,1,0.820097244732577
143084,2005,17,1687,1450,383,0,383,2,0.859513930053349
143084,2005,17,2921,2462,679,NA,679,99,0.842862033550154
143118,2005,17,553,410,152,0,152,1,0.741410488245931
143118,2005,17,852,626,231,2,233,2,0.734741784037559
143118,2005,17,1405,1036,384,2,386,99,0.737366548042705
143181,2005,17,5,5,5,0,5,1,1
143181,2005,17,52,52,52,0,52,2,1
143181,2005,17,57,57,57,0,57,99,1
143288,2005,17,507,295,92,0,92,1,0.581854043392505
143288,2005,17,430,288,95,1,96,2,0.669767441860465
143288,2005,17,937,583,187,1,188,99,0.622198505869797
143297,2005,17,4,1,1,0,1,1,0.25
143297,2005,17,147,59,14,0,14,2,0.401360544217687
143297,2005,17,151,60,15,0,15,99,0.397350993377483
143358,2005,17,2221,1465,484,2,486,1,0.659612787032868
143358,2005,17,3281,2355,648,2,650,2,0.717768972874124
143358,2005,17,5502,3820,1132,4,1136,99,0.69429298436932
143376,2005,17,1,1,1,0,1,1,1
143376,2005,17,41,41,26,15,41,2,1
143376,2005,17,42,42,27,15,42,99,1
143552,2005,17,2,2,1,1,2,1,1
143552,2005,17,56,49,37,12,49,2,0.875
143552,2005,17,58,51,38,13,51,99,0.879310344827586
143880,2005,17,62,30,30,0,30,1,0.483870967741935
143880,2005,17,504,392,243,149,392,2,0.777777777777778
143880,2005,17,566,422,273,149,422,99,0.745583038869258
144005,2005,17,NA,NA,137,16,153,1,NA
144005,2005,17,NA,NA,268,30,298,2,NA
144005,2005,17,2969,1401,405,46,451,99,0.471876052542944
144050,2005,17,4488,1755,606,0,606,1,0.391042780748663
144050,2005,17,4523,1873,601,0,601,2,0.414105682069423
144050,2005,17,9011,3628,1207,0,1207,99,0.402619021196316
144351,2005,17,548,328,129,NA,129,1,0.598540145985402
144351,2005,17,867,498,170,NA,170,2,0.57439446366782
144351,2005,17,1415,826,299,NA,299,99,0.583745583038869
144485,2005,17,378,372,372,0,372,1,0.984126984126984
144485,2005,17,77,76,76,0,76,2,0.987012987012987
144485,2005,17,455,448,448,0,448,99,0.984615384615385
144573,2005,17,4,4,4,0,4,1,1
144573,2005,17,52,52,52,0,52,2,1
144573,2005,17,56,56,56,0,56,99,1
144740,2005,17,6388,4444,937,5,942,1,0.695679398872887
144740,2005,17,3686,2485,1367,8,1375,2,0.674172544763972
144740,2005,17,10074,6929,2304,13,2317,99,0.687810204486798
144759,2005,17,1605,1344,454,496,950,1,0.837383177570094
144759,2005,17,1180,989,179,341,520,2,0.838135593220339
144759,2005,17,3179,2663,633,837,1470,99,0.837684806542938
144892,2005,17,3212,2402,691,5,696,1,0.747820672478207
144892,2005,17,4470,3573,967,5,972,2,0.799328859060403
144892,2005,17,7682,5975,1658,10,1668,99,0.777792241603749
144962,2005,17,719,506,189,0,189,1,0.703755215577191
144962,2005,17,982,772,283,0,283,2,0.786150712830957
144962,2005,17,1701,1278,472,0,472,99,0.751322751322751
144971,2005,17,345,246,225,9,234,1,0.71304347826087
144971,2005,17,502,378,277,24,301,2,0.752988047808765
144971,2005,17,847,624,504,33,537,99,0.736717827626919
145099,2005,17,10,10,10,0,10,1,1
145099,2005,17,95,95,95,0,95,2,1
145099,2005,17,105,105,105,NA,105,99,1
145239,2005,17,5,4,2,0,2,1,0.8
145239,2005,17,69,62,29,0,29,2,0.898550724637681
145239,2005,17,74,66,31,0,31,99,0.891891891891892
145354,2005,17,1,1,0,0,0,1,1
145354,2005,17,0,0,0,0,0,2,NA
145354,2005,17,1,1,0,0,0,99,1
145372,2005,17,348,305,151,0,151,1,0.876436781609195
145372,2005,17,285,265,100,0,100,2,0.929824561403509
145372,2005,17,633,570,251,0,251,99,0.900473933649289
145424,2005,17,1,1,0,1,1,1,1
145424,2005,17,103,92,19,73,92,2,0.893203883495146
145424,2005,17,104,93,19,74,93,99,0.894230769230769
145433,2005,17,3,2,1,1,2,1,0.666666666666667
145433,2005,17,108,91,35,56,91,2,0.842592592592593
145433,2005,17,111,93,36,57,93,99,0.837837837837838
145497,2005,17,32,29,26,0,26,1,0.90625
145497,2005,17,280,272,265,2,267,2,0.971428571428571
145497,2005,17,312,301,291,2,293,99,0.96474358974359
145600,2005,17,5562,3078,1225,7,1232,1,0.553398058252427
145600,2005,17,7130,4340,1534,10,1544,2,0.608695652173913
145600,2005,17,12692,7418,2759,17,2776,99,0.584462653640088
145619,2005,17,451,358,151,0,151,1,0.793791574279379
145619,2005,17,491,420,151,0,151,2,0.855397148676171
145619,2005,17,942,778,302,NA,302,99,0.825902335456476
145637,2005,17,11485,7559,3675,3,3678,1,0.658162821070962
145637,2005,17,10501,7396,3556,3,3559,2,0.70431387486906
145637,2005,17,21986,14955,7231,6,7237,99,0.68020558537251
145646,2005,17,1043,636,238,0,238,1,0.609779482262704
145646,2005,17,1727,944,327,0,327,2,0.546612623045744
145646,2005,17,2770,1580,565,0,565,99,0.570397111913357
145691,2005,17,567,371,139,0,139,1,0.654320987654321
145691,2005,17,582,369,117,0,117,2,0.634020618556701
145691,2005,17,1149,740,256,0,256,99,0.644038294168843
145725,2005,17,1809,1132,304,NA,304,1,0.625760088446656
145725,2005,17,705,456,110,NA,110,2,0.646808510638298
145725,2005,17,2514,1588,414,NA,414,99,0.631662688941925
145813,2005,17,4026,3006,1199,5,1204,1,0.746646795827124
145813,2005,17,6388,5024,1971,4,1975,2,0.786474639949906
145813,2005,17,10414,8030,3170,9,3179,99,0.771077395813328
146393,2005,17,140,46,35,0,35,1,0.328571428571429
146393,2005,17,188,47,38,0,38,2,0.25
146393,2005,17,328,93,73,0,73,99,0.283536585365854
146427,2005,17,805,534,139,0,139,1,0.663354037267081
146427,2005,17,1063,818,224,0,224,2,0.769520225776105
146427,2005,17,1868,1352,363,0,363,99,0.723768736616702
146454,2005,17,0,0,0,0,0,1,NA
146454,2005,17,47,47,47,0,47,2,1
146454,2005,17,47,47,47,0,47,99,1
146481,2005,17,868,303,158,0,158,1,0.349078341013825
146481,2005,17,1303,391,199,0,199,2,0.300076745970837
146481,2005,17,2171,694,357,0,357,99,0.319668355596499
146612,2005,17,828,591,237,0,237,1,0.713768115942029
146612,2005,17,1186,807,323,1,324,2,0.68043844856661
146612,2005,17,2014,1398,560,1,561,99,0.694141012909633
146621,2005,17,0,0,0,0,0,1,NA
146621,2005,17,37,19,14,1,15,2,0.513513513513513
146621,2005,17,37,19,14,1,15,99,0.513513513513513
146667,2005,17,142,111,82,1,83,1,0.78169014084507
146667,2005,17,127,99,67,2,69,2,0.779527559055118
146667,2005,17,269,210,149,3,152,99,0.780669144981413
146676,2005,17,411,319,217,11,228,1,0.776155717761557
146676,2005,17,369,278,194,53,247,2,0.753387533875339
146676,2005,17,780,597,411,64,475,99,0.765384615384615
146700,2005,17,1893,1150,1150,0,1150,1,0.607501320655045
146700,2005,17,731,567,567,0,567,2,0.775649794801642
146700,2005,17,2624,1717,1717,0,1717,99,0.654344512195122
146719,2005,17,4648,3371,715,0,715,1,0.72525817555938
146719,2005,17,9931,7351,1365,0,1365,2,0.740207431275803
146719,2005,17,14579,10722,2080,0,2080,99,0.735441388298237
146755,2005,17,0,0,0,0,0,1,NA
146755,2005,17,10,4,3,0,3,2,0.4
146755,2005,17,10,4,3,0,3,99,0.4
146825,2005,17,712,381,86,4,90,1,0.535112359550562
146825,2005,17,709,425,77,19,96,2,0.599435825105783
146825,2005,17,1421,806,163,23,186,99,0.567206192821956
147013,2005,17,724,454,147,0,147,1,0.62707182320442
147013,2005,17,741,514,126,1,127,2,0.69365721997301
147013,2005,17,1465,968,273,1,274,99,0.660750853242321
147165,2005,17,10,10,1,6,7,1,1
147165,2005,17,50,46,14,14,28,2,0.92
147165,2005,17,60,56,15,20,35,99,0.933333333333333
147244,2005,17,1303,888,259,1,260,1,0.681504221028396
147244,2005,17,1614,1145,313,0,313,2,0.709417596034696
147244,2005,17,2917,2033,572,1,573,99,0.696948920123414
147341,2005,17,882,606,187,0,187,1,0.687074829931973
147341,2005,17,888,696,181,0,181,2,0.783783783783784
147341,2005,17,1770,1302,368,0,368,99,0.735593220338983
147536,2005,17,21,21,12,3,15,1,1
147536,2005,17,84,80,23,12,35,2,0.952380952380952
147536,2005,17,105,101,35,15,50,99,0.961904761904762
147660,2005,17,950,629,194,1,195,1,0.662105263157895
147660,2005,17,986,719,228,2,230,2,0.72920892494929
147660,2005,17,1936,1348,422,3,425,99,0.696280991735537
147679,2005,17,689,249,227,4,231,1,0.361393323657475
147679,2005,17,1337,427,367,8,375,2,0.319371727748691
147679,2005,17,2026,676,594,12,606,99,0.333662388943732
147703,2005,17,6408,4525,1530,7,1537,1,0.706148564294632
147703,2005,17,7652,5383,1636,6,1642,2,0.703476215368531
147703,2005,17,14060,9908,3166,13,3179,99,0.704694167852063
147749,2005,17,160,149,61,40,101,1,0.93125
147749,2005,17,444,428,138,146,284,2,0.963963963963964
147749,2005,17,764,577,199,186,385,99,0.755235602094241
147767,2005,17,7169,2471,885,NA,885,1,0.344678476775003
147767,2005,17,8468,2213,1030,NA,1030,2,0.261336797354747
147767,2005,17,15637,4684,1915,NA,1915,99,0.29954594871139
147776,2005,17,1177,852,390,42,432,1,0.723874256584537
147776,2005,17,1894,1446,570,56,626,2,0.763463569165787
147776,2005,17,3071,2298,960,98,1058,99,0.748290459133833
147828,2005,17,774,573,263,0,263,1,0.74031007751938
147828,2005,17,1308,1028,406,2,408,2,0.785932721712538
147828,2005,17,2082,1601,669,2,671,99,0.768972142170989
148016,2005,17,112,96,65,0,65,1,0.857142857142857
148016,2005,17,130,120,74,0,74,2,0.923076923076923
148016,2005,17,242,216,139,0,139,99,0.892561983471074
148131,2005,17,479,443,102,NA,102,1,0.924843423799583
148131,2005,17,507,483,100,NA,100,2,0.952662721893491
148131,2005,17,986,926,202,NA,202,99,0.939148073022312
148140,2005,17,55,34,34,0,34,1,0.618181818181818
148140,2005,17,46,26,26,0,26,2,0.565217391304348
148140,2005,17,101,60,60,0,60,99,0.594059405940594
148177,2005,17,871,420,389,31,420,1,0.482204362801378
148177,2005,17,1306,631,584,47,631,2,0.483154670750383
148177,2005,17,2177,1051,973,78,1051,99,0.482774460266422
148335,2005,17,1061,839,367,0,367,1,0.79076343072573
148335,2005,17,1653,1328,604,0,604,2,0.803387779794313
148335,2005,17,2714,2167,971,0,971,99,0.798452468680914
148399,2005,17,6,4,3,1,4,1,0.666666666666667
148399,2005,17,35,28,19,9,28,2,0.8
148399,2005,17,41,32,22,10,32,99,0.780487804878049
148405,2005,17,300,148,96,12,108,1,0.493333333333333
148405,2005,17,449,222,144,18,162,2,0.494432071269488
148405,2005,17,749,370,240,30,270,99,0.493991989319092
148487,2005,17,971,558,194,74,268,1,0.574665293511843
148487,2005,17,2185,1285,396,225,621,2,0.588100686498856
148487,2005,17,3156,1843,590,299,889,99,0.583967046894803
148496,2005,17,239,193,90,0,90,1,0.807531380753138
148496,2005,17,577,485,181,1,182,2,0.84055459272097
148496,2005,17,816,678,271,1,272,99,0.830882352941177
148584,2005,17,326,154,74,0,74,1,0.47239263803681
148584,2005,17,433,275,117,0,117,2,0.635103926096998
148584,2005,17,759,429,191,0,191,99,0.565217391304348
148627,2005,17,685,489,172,3,175,1,0.713868613138686
148627,2005,17,1313,896,239,6,245,2,0.682406702208682
148627,2005,17,2006,1387,411,9,420,99,0.691425722831505
148654,2005,17,234,148,59,NA,59,1,0.632478632478632
148654,2005,17,259,163,76,NA,76,2,0.629343629343629
148654,2005,17,493,311,135,NA,135,99,0.630831643002028
148919,2005,17,30,3,3,0,3,1,0.1
148919,2005,17,220,13,13,0,13,2,0.0590909090909091
148919,2005,17,250,16,16,0,16,99,0.064
148955,2005,17,12,4,4,0,4,1,0.333333333333333
148955,2005,17,48,32,27,0,27,2,0.666666666666667
148955,2005,17,60,36,31,0,31,99,0.6
149019,2005,17,94,79,55,0,55,1,0.840425531914894
149019,2005,17,149,130,75,4,79,2,0.87248322147651
149019,2005,17,243,209,130,4,134,99,0.860082304526749
149204,2005,17,0,0,0,0,0,1,NA
149204,2005,17,51,51,51,0,51,2,1
149204,2005,17,51,51,51,0,51,99,1
149222,2005,17,4637,3675,1408,13,1421,1,0.792538279059737
149222,2005,17,4648,3498,1043,6,1049,2,0.752581755593804
149222,2005,17,9285,7173,2451,19,2470,99,0.772536348949919
149231,2005,17,2124,1634,727,12,739,1,0.769303201506591
149231,2005,17,3255,2515,994,15,1009,2,0.772657450076805
149231,2005,17,5379,4149,1721,27,1748,99,0.771332961517011
149310,2005,17,9,8,8,NA,8,1,0.888888888888889
149310,2005,17,149,106,106,NA,106,2,0.711409395973154
149310,2005,17,158,114,114,NA,114,99,0.721518987341772
149329,2005,17,14,14,14,0,14,1,1
149329,2005,17,14,14,14,0,14,99,1
149505,2005,17,154,147,77,0,77,1,0.954545454545455
149505,2005,17,405,388,152,0,152,2,0.958024691358025
149505,2005,17,559,535,229,0,229,99,0.957066189624329
149514,2005,17,200,149,69,1,70,1,0.745
149514,2005,17,259,228,89,0,89,2,0.88030888030888
149514,2005,17,459,377,158,1,159,99,0.821350762527233
149639,2005,17,18,18,12,0,12,1,1
149639,2005,17,26,24,10,0,10,2,0.923076923076923
149639,2005,17,44,42,22,0,22,99,0.954545454545455
149772,2005,17,3422,2383,923,2,925,1,0.696376388077148
149772,2005,17,3864,2841,889,2,891,2,0.735248447204969
149772,2005,17,7286,5224,1812,4,1816,99,0.716991490529783
149781,2005,17,831,544,291,0,291,1,0.654632972322503
149781,2005,17,1332,553,287,0,287,2,0.415165165165165
149781,2005,17,2163,1097,578,0,578,99,0.507165973185391
150066,2005,18,782,569,239,6,245,1,0.727621483375959
150066,2005,18,1076,890,340,6,346,2,0.827137546468402
150066,2005,18,1858,1459,579,12,591,99,0.785252960172228
150127,2005,18,26,5,5,0,5,1,0.192307692307692
150127,2005,18,94,9,9,0,9,2,0.0957446808510638
150127,2005,18,120,14,14,0,14,99,0.116666666666667
150136,2005,18,4216,3176,1772,12,1784,1,0.753320683111954
150136,2005,18,5673,4768,1896,12,1908,2,0.840472413185264
150136,2005,18,9889,7944,3668,24,3692,99,0.803316816664981
150145,2005,18,269,196,98,7,105,1,0.728624535315985
150145,2005,18,447,333,170,23,193,2,0.74496644295302
150145,2005,18,716,529,268,30,298,99,0.738826815642458
150163,2005,18,1993,1350,329,2,331,1,0.677370797792273
150163,2005,18,2789,2108,536,0,536,2,0.755826461097167
150163,2005,18,4782,3458,865,2,867,99,0.723128398159766
150303,2005,18,1,1,1,0,1,1,1
150303,2005,18,23,18,16,0,16,2,0.782608695652174
150303,2005,18,24,19,17,0,17,99,0.791666666666667
150400,2005,18,1488,949,249,0,249,1,0.637768817204301
150400,2005,18,1952,1361,337,0,337,2,0.697233606557377
150400,2005,18,3440,2310,586,0,586,99,0.671511627906977
150455,2005,18,719,457,132,0,132,1,0.635605006954103
150455,2005,18,835,633,192,0,192,2,0.75808383233532906
150455,2005,18,1554,1090,324,0,324,99,0.701415701415701
150534,2005,18,890,800,254,0,254,1,0.898876404494382
150534,2005,18,1693,1539,416,0,416,2,0.909037212049616
150534,2005,18,2583,2339,670,0,670,99,0.905536198219125
150561,2005,18,100,83,34,7,41,1,0.83
150561,2005,18,166,138,40,4,44,2,0.831325301204819
150561,2005,18,266,221,74,11,85,99,0.830827067669173
150604,2005,18,562,427,152,NA,152,1,0.759786476868327
150604,2005,18,447,363,121,NA,121,2,0.812080536912752
150604,2005,18,1009,790,273,NA,273,99,0.782953419226957
150640,2005,18,1,0,0,0,0,1,NA
150640,2005,18,20,10,10,0,10,2,0.5
150640,2005,18,21,10,10,0,10,99,0.476190476190476
150668,2005,18,290,202,86,1,87,1,0.696551724137931
150668,2005,18,467,314,109,4,113,2,0.67237687366167
150668,2005,18,757,516,195,5,200,99,0.681638044914135
150677,2005,18,230,179,76,NA,76,1,0.778260869565217
150677,2005,18,470,350,141,NA,141,2,0.74468085106383
150677,2005,18,700,529,217,NA,217,99,0.755714285714286
150756,2005,18,775,489,110,0,110,1,0.630967741935484
150756,2005,18,905,679,155,0,155,2,0.750276243093923
150756,2005,18,1680,1168,265,0,265,99,0.695238095238095
150774,2005,18,301,261,97,2,99,1,0.867109634551495
150774,2005,18,186,152,63,0,63,2,0.817204301075269
150774,2005,18,487,413,160,2,162,99,0.848049281314168
150941,2005,18,285,260,99,0,99,1,0.912280701754386
150941,2005,18,407,381,129,1,130,2,0.936117936117936
150941,2005,18,692,641,228,1,229,99,0.926300578034682
151102,2005,18,1193,1135,746,77,823,1,0.95138306789606
151102,2005,18,1593,1546,938,134,1072,2,0.970495919648462
151102,2005,18,2786,2681,1684,211,1895,99,0.962311557788945
151111,2005,18,2467,1727,992,154,1146,1,0.700040535062829
151111,2005,18,3669,2798,1417,183,1600,2,0.762605614608885
151111,2005,18,6136,4525,2409,337,2746,99,0.73745110821382
151157,2005,18,11,11,6,2,8,1,1
151157,2005,18,59,59,29,8,37,2,1
151157,2005,18,70,70,35,10,45,99,1
151166,2005,18,87,63,46,17,63,1,0.724137931034483
151166,2005,18,315,272,194,78,272,2,0.863492063492064
151166,2005,18,402,335,240,95,335,99,0.833333333333333
151184,2005,18,6,3,2,1,3,1,0.5
151184,2005,18,47,37,30,7,37,2,0.787234042553192
151184,2005,18,53,40,32,8,40,99,0.754716981132076
151193,2005,18,24,24,17,3,20,1,1
151193,2005,18,66,66,43,9,52,2,1
151193,2005,18,90,90,60,12,72,99,1
151209,2005,18,26,26,14,2,16,1,1
151209,2005,18,80,80,49,3,52,2,1
151209,2005,18,106,106,63,5,68,99,1
151236,2005,18,13,11,7,4,11,1,0.846153846153846
151236,2005,18,124,85,61,24,85,2,0.685483870967742
151236,2005,18,137,96,68,28,96,99,0.700729927007299
151245,2005,18,13,13,10,2,12,1,1
151245,2005,18,52,52,21,8,29,2,1
151245,2005,18,66,66,31,10,41,99,1
151263,2005,18,1106,780,252,4,256,1,0.705244122965642
151263,2005,18,1986,1623,475,6,481,2,0.817220543806647
151263,2005,18,3092,2403,727,10,737,99,0.777166882276843
151290,2005,18,1370,742,142,20,162,1,0.541605839416058
151290,2005,18,881,471,85,5,90,2,0.534619750283768
